,player,team,name,position,height,age,appearance,goals,assists,yellow cards,second yellow cards,red cards,goals conceded,clean sheets,minutes played,days_injured,games_injured,award,current_value,highest_value,position_encoded,winger
35,/kurt-zouma/profil/spieler/157509,West Ham United,Kurt Zouma,Defender Centre-Back,190.0,28.0,65,0.050055617352614,0.0166852057842046,0.0333704115684093,0.0,0.0,0.0,0.0,5394,624,68,9,28000000.0,35000000.0,2,0
36,/thilo-kehrer/profil/spieler/228948,West Ham United,Thilo Kehrer,Defender Centre-Back,186.0,26.0,72,0.0370981038746908,0.0370981038746908,0.1669414674361088,0.0,0.0,0.0,0.0,4852,317,49,12,18000000.0,35000000.0,2,0
37,/angelo-ogbonna/profil/spieler/48002,West Ham United,Angelo Ogbonna,Defender Centre-Back,191.0,35.0,42,0.0270595309681298,0.0,0.1082381238725195,0.0,0.0,0.0,0.0,3326,664,87,5,1000000.0,13000000.0,2,0
38,/emerson/profil/spieler/181778,West Ham United,Emerson,Defender Left-Back,176.0,28.0,71,0.0515168860904407,0.068689181453921,0.1202060675443617,0.0,0.0171722953634802,0.0,0.0,5241,289,37,7,12000000.0,30000000.0,2,1
39,/aaron-cresswell/profil/spieler/92571,West Ham United,Aaron Cresswell,Defender Left-Back,170.0,33.0,80,0.028033016664071,0.140165083320355,0.112132066656284,0.0,0.028033016664071,0.0,0.0,6421,226,31,1,2500000.0,12000000.0,2,1
40,/ben-johnson/profil/spieler/468002,West Ham United,Ben Johnson,Defender Right-Back,184.0,23.0,64,0.019543973941368,0.019543973941368,0.0586319218241042,0.0,0.0,0.0,0.0,4605,7,1,1,12000000.0,12000000.0,2,1
41,/vladimir-coufal/profil/spieler/157672,West Ham United,Vladimir Coufal,Defender Right-Back,179.0,30.0,72,0.0,0.0940766550522648,0.156794425087108,0.0156794425087108,0.0,0.0,0.0,5740,122,25,5,9000000.0,12000000.0,2,1
42,/declan-rice/profil/spieler/357662,West Ham United,Declan Rice,midfield-DefensiveMidfield,188.0,24.0,100,0.1050175029171528,0.0840140023337222,0.1680280046674445,0.0,0.0,0.0,0.0,8570,13,1,1,80000000.0,80000000.0,3,0
43,/tomas-soucek/profil/spieler/283628,West Ham United,Tomas Soucek,midfield-DefensiveMidfield,192.0,28.0,101,0.1006211180124223,0.0782608695652174,0.1006211180124223,0.0,0.0,0.0,0.0,8050,9,1,9,35000000.0,45000000.0,3,0
44,/flynn-downes/profil/spieler/506189,West Ham United,Flynn Downes,midfield-CentralMidfield,178.0,24.0,74,0.0198763250883392,0.0397526501766784,0.3378975265017668,0.0198763250883392,0.0,0.0,0.0,4528,0,0,1,8000000.0,8000000.0,3,0
45,/lucas-paqueta/profil/spieler/444523,West Ham United,Lucas Paquetá,midfield-AttackingMidfield,180.0,25.0,87,0.2249648492423059,0.1968442430870176,0.1687236369317294,0.0,0.0,0.0,0.0,6401,21,4,2,45000000.0,45000000.0,3,0
46,/pablo-fornals/profil/spieler/357885,West Ham United,Pablo Fornals,midfield-AttackingMidfield,178.0,27.0,104,0.1930056087099967,0.1336192675684592,0.0742329264269218,0.0,0.0,0.0,0.0,6062,18,3,2,25000000.0,30000000.0,3,0
47,/manuel-lanzini/profil/spieler/135853,West Ham United,Manuel Lanzini,midfield-AttackingMidfield,167.0,30.0,69,0.2201027146001467,0.1100513573000733,0.1760821716801174,0.0,0.0,0.0,0.0,4089,555,72,3,8000000.0,20000000.0,3,0
48,/said-benrahma/profil/spieler/290532,West Ham United,Saïd Benrahma,Attack-LeftWinger,172.0,27.0,100,0.350076103500761,0.167427701674277,0.030441400304414,0.0,0.0,0.0,0.0,5913,14,2,1,22000000.0,25000000.0,4,1
49,/maxwel-cornet/profil/spieler/234781,West Ham United,Maxwel Cornet,Attack-LeftWinger,179.0,26.0,51,0.310463779225757,0.2414718282866999,0.1034879264085856,0.0344959754695285,0.0,0.0,0.0,2609,71,23,1,15000000.0,18000000.0,4,1
50,/jarrod-bowen/profil/spieler/314875,West Ham United,Jarrod Bowen,Attack-RightWinger,182.0,26.0,105,0.3347330533893221,0.2375524895020995,0.1187762447510497,0.0,0.0,0.0,0.0,8335,2,0,1,38000000.0,42000000.0,4,1
51,/gianluca-scamacca/profil/spieler/315867,West Ham United,Gianluca Scamacca,Attack Centre-Forward,195.0,24.0,65,0.5916187345932621,0.0246507806080525,0.2711585866885784,0.0,0.0,0.0,0.0,3651,217,38,5,27000000.0,30000000.0,4,0
52,/danny-ings/profil/spieler/134294,West Ham United,Danny Ings,Attack Centre-Forward,177.0,30.0,74,0.3896103896103896,0.2291825821237586,0.1833460656990068,0.0,0.0,0.0,0.0,3927,721,116,2,16000000.0,22000000.0,4,0
53,/michail-antonio/profil/spieler/104124,West Ham United,Michail Antonio,Attack Centre-Forward,180.0,33.0,95,0.3602134598280462,0.2134598280462496,0.1467536317817966,0.0133412392528906,0.0,0.0,0.0,6746,578,65,3,9000000.0,18000000.0,4,0
54,/danny-ward/profil/spieler/203026,Leicester City,Danny Ward,Goalkeeper,191.0,29.0,33,0.0,0.0,0.0,0.0,0.0,1.696969696969697,0.2424242424242424,2970,127,29,2,8000000.0,10000000.0,1,0
55,/daniel-iversen/profil/spieler/260841,Leicester City,Daniel Iversen,Goalkeeper,191.0,25.0,65,0.0,0.0,0.0153400374978694,0.0,0.0,1.257883074825294,0.2914607124595194,5867,0,0,0,2000000.0,2000000.0,1,0
56,/alex-smithies/profil/spieler/33754,Leicester City,Alex Smithies,Goalkeeper,189.0,33.0,31,0.0,0.0,0.064516129032258,0.0,0.0,1.4838709677419355,0.1612903225806451,2790,89,14,0,600000.0,3500000.0,1,0
57,/wout-faes/profil/spieler/292808,Leicester City,Wout Faes,Defender Centre-Back,187.0,25.0,78,0.0642490005711022,0.0256996002284408,0.1027984009137635,0.0128498001142204,0.0,0.0,0.0,7004,14,2,2,20000000.0,20000000.0,2,0
58,/caglar-soyuncu/profil/spieler/320141,Leicester City,Caglar Söyüncü,Defender Centre-Back,185.0,27.0,50,0.0418507323878167,0.0,0.1674029295512671,0.0,0.0,0.0,0.0,4301,299,54,2,15000000.0,45000000.0,2,0
59,/harry-souttar/profil/spieler/298091,Leicester City,Harry Souttar,Defender Centre-Back,198.0,24.0,40,0.0263620386643233,0.0527240773286467,0.2372583479789103,0.0,0.0,0.0,0.0,3414,339,48,0,15000000.0,15000000.0,2,0
60,/daniel-amartey/profil/spieler/214056,Leicester City,Daniel Amartey,Defender Centre-Back,186.0,28.0,64,0.0176125244618395,0.0,0.0880626223091976,0.0,0.0,0.0,0.0,5110,760,95,6,15000000.0,15000000.0,2,0
61,/jannik-vestergaard/profil/spieler/99331,Leicester City,Jannik Vestergaard,Defender Centre-Back,199.0,30.0,25,0.0,0.0,0.2457337883959044,0.0,0.0,0.0,0.0,1465,241,35,0,5000000.0,20000000.0,2,0
62,/jonny-evans/profil/spieler/42412,Leicester City,Jonny Evans,Defender Centre-Back,188.0,35.0,41,0.0554016620498614,0.0277008310249307,0.1108033240997229,0.0,0.0,0.0,0.0,3249,438,67,12,3000000.0,15000000.0,2,0
63,/victor-kristiansen/profil/spieler/564529,Leicester City,Victor Kristiansen,Defender Left-Back,181.0,20.0,71,0.0165684830633284,0.0994108983799705,0.2319587628865979,0.0,0.0,0.0,0.0,5432,90,10,1,12000000.0,12000000.0,2,1
64,/luke-thomas/profil/spieler/505194,Leicester City,Luke Thomas,Defender Left-Back,181.0,21.0,57,0.0,0.0414651002073255,0.1865929509329647,0.0,0.0,0.0,0.0,4341,0,0,2,10000000.0,12000000.0,2,1
65,/ryan-bertrand/profil/spieler/40611,Leicester City,Ryan Bertrand,Defender Left-Back,179.0,33.0,12,0.0,0.0,0.2216748768472906,0.0,0.0,0.0,0.0,812,872,129,4,1000000.0,20000000.0,2,1
66,/timothy-castagne/profil/spieler/262226,Leicester City,Timothy Castagne,Defender Right-Back,185.0,27.0,78,0.0424728645587541,0.0566304860783388,0.0707881075979235,0.0,0.0,0.0,0.0,6357,235,30,1,28000000.0,28000000.0,2,1
67,/james-justin/profil/spieler/413220,Leicester City,James Justin,Defender Right-Back,183.0,25.0,35,0.0323508267433501,0.0323508267433501,0.0,0.0,0.0,0.0,0.0,2782,535,79,2,25000000.0,25000000.0,2,1
68,/ricardo-pereira/profil/spieler/215876,Leicester City,Ricardo Pereira,Defender Right-Back,175.0,29.0,35,0.1299326275264677,0.1732435033686236,0.2598652550529355,0.0,0.0,0.0,0.0,2078,587,79,4,12000000.0,40000000.0,2,1
69,/wilfred-ndidi/profil/spieler/274839,Leicester City,Wilfred Ndidi,midfield-DefensiveMidfield,183.0,26.0,61,0.0405405405405405,0.0202702702702702,0.2229729729729729,0.0202702702702702,0.0,0.0,0.0,4440,234,44,2,32000000.0,60000000.0,3,0
70,/boubakary-soumare/profil/spieler/344605,Leicester City,Boubakary Soumaré,midfield-DefensiveMidfield,188.0,24.0,59,0.0,0.0253878702397743,0.2792665726375176,0.0,0.0,0.0,0.0,3545,0,0,2,20000000.0,28000000.0,3,0
71,/nampalys-mendy/profil/spieler/111051,Leicester City,Nampalys Mendy,midfield-DefensiveMidfield,167.0,30.0,42,0.0389779125162408,0.0389779125162408,0.2338674750974448,0.0,0.0,0.0,0.0,2309,459,62,2,3500000.0,12000000.0,3,0
72,/youri-tielemans/profil/spieler/249565,Leicester City,Youri Tielemans,midfield-CentralMidfield,176.0,26.0,87,0.1429602888086642,0.0909747292418772,0.103971119133574,0.0,0.0,0.0,0.0,6925,133,27,7,30000000.0,55000000.0,3,0
73,/kiernan-dewsbury-hall/profil/spieler/475188,Leicester City,Kiernan Dewsbury-Hall,midfield-CentralMidfield,178.0,24.0,78,0.0794912559618442,0.0794912559618442,0.1430842607313195,0.0158982511923688,0.0,0.0,0.0,5661,4,1,1,25000000.0,25000000.0,3,0
74,/dennis-praet/profil/spieler/129588,Leicester City,Dennis Praet,midfield-CentralMidfield,181.0,29.0,51,0.1071428571428571,0.1071428571428571,0.1428571428571428,0.0,0.0,0.0,0.0,2520,383,74,9,8000000.0,25000000.0,3,0
75,/james-maddison/profil/spieler/294057,Leicester City,James Maddison,midfield-AttackingMidfield,175.0,26.0,85,0.4062550378848944,0.3046912784136708,0.2756730614218926,0.0,0.0,0.0,0.0,6203,246,30,2,55000000.0,60000000.0,3,0
76,/harvey-barnes/profil/spieler/398065,Leicester City,Harvey Barnes,Attack-LeftWinger,182.0,25.0,88,0.3349875930521092,0.2372828784119106,0.069789081885856,0.0,0.0,0.0,0.0,6448,122,16,2,32000000.0,35000000.0,4,1
77,/tete/profil/spieler/371256,Leicester City,Tetê,Attack-RightWinger,175.0,23.0,72,0.3810160427807487,0.2406417112299465,0.160427807486631,0.0,0.0,0.0,0.0,4488,0,0,4,25000000.0,28000000.0,4,1
78,/patson-daka/profil/spieler/365172,Leicester City,Patson Daka,Attack Centre-Forward,183.0,24.0,74,0.3971756398940865,0.2118270079435128,0.1059135039717564,0.0,0.0,0.0,0.0,3399,58,13,13,20000000.0,22000000.0,4,0
79,/kelechi-iheanacho/profil/spieler/295330,Leicester City,Kelechi Iheanacho,Attack Centre-Forward,185.0,26.0,78,0.3948450781464216,0.345489443378119,0.0987112695366054,0.0,0.0,0.0,0.0,3647,17,3,4,17000000.0,20000000.0,4,0
80,/jamie-vardy/profil/spieler/197838,Leicester City,Jamie Vardy,Attack Centre-Forward,179.0,36.0,75,0.4659014179608373,0.1417960837272113,0.0810263335584064,0.0,0.0,0.0,0.0,4443,198,37,8,4000000.0,20000000.0,4,0
81,/emiliano-martinez/profil/spieler/111873,Aston Villa,Emiliano Martínez,Goalkeeper,195.0,30.0,74,0.0,0.0,0.1509146341463414,0.0,0.0,1.2073170731707317,0.3292682926829268,6560,9,1,8,28000000.0,35000000.0,1,0
82,/robin-olsen/profil/spieler/75458,Aston Villa,Robin Olsen,Goalkeeper,196.0,33.0,18,0.0,0.0,0.0,0.0,0.0,1.988304093567252,0.1169590643274853,1539,84,14,7,2000000.0,10000000.0,1,0
83,/jed-steer/profil/spieler/110867,Aston Villa,Jed Steer,Goalkeeper,183.0,30.0,8,0.0,0.0,0.0,0.0,0.0,0.6987577639751552,0.6987577639751552,644,718,84,1,600000.0,2000000.0,1,0
84,/viljami-sinisalo/profil/spieler/484838,Aston Villa,Viljami Sinisalo,Goalkeeper,190.0,21.0,17,0.0,0.0,0.0,0.0,0.0,1.4705882352941178,0.3529411764705882,1530,42,10,0,400000.0,400000.0,1,0
85,/diego-carlos/profil/spieler/329145,Aston Villa,Diego Carlos,Defender Centre-Back,185.0,30.0,48,0.0659662838993403,0.0,0.1319325677986806,0.0219887612997801,0.0,0.0,0.0,4093,258,36,2,30000000.0,50000000.0,2,0
86,/tyrone-mings/profil/spieler/253677,Aston Villa,Tyrone Mings,Defender Centre-Back,196.0,30.0,74,0.0274851122308749,0.0687127805771873,0.2473660100778744,0.0,0.0,0.0,0.0,6549,635,86,0,25000000.0,32000000.0,2,0
87,/ezri-konsa/profil/spieler/413403,Aston Villa,Ezri Konsa,Defender Centre-Back,183.0,25.0,70,0.0301760268231349,0.0,0.1508801341156747,0.0150880134115674,0.0150880134115674,0.0,0.0,5965,85,5,1,22000000.0,25000000.0,2,0
88,/calum-chambers/profil/spieler/215118,Aston Villa,Calum Chambers,Defender Centre-Back,182.0,28.0,33,0.0991189427312775,0.0,0.1486784140969163,0.0,0.0,0.0,0.0,1816,458,66,2,8000000.0,18000000.0,2,0
89,/alex-moreno/profil/spieler/193098,Aston Villa,Álex Moreno,Defender Left-Back,179.0,29.0,83,0.0732660371214588,0.1611852816672093,0.1465320742429176,0.0,0.0146532074242917,0.0,0.0,6142,72,12,2,20000000.0,20000000.0,2,1
90,/lucas-digne/profil/spieler/126664,Aston Villa,Lucas Digne,Defender Left-Back,178.0,29.0,62,0.065406976744186,0.0872093023255814,0.2398255813953488,0.0,0.0,0.0,0.0,4128,245,36,12,17000000.0,35000000.0,2,1
91,/matty-cash/profil/spieler/425334,Aston Villa,Matty Cash,Defender Right-Back,185.0,25.0,68,0.0660187052998349,0.0825233816247937,0.1980561158995048,0.0,0.0,0.0,0.0,5453,120,19,1,22000000.0,25000000.0,2,1
92,/ashley-young/profil/spieler/14086,Aston Villa,Ashley Young,Defender Right-Back,175.0,37.0,57,0.0253664036076662,0.0507328072153325,0.2790304396843291,0.0,0.0,0.0,0.0,3548,510,73,8,1000000.0,27000000.0,2,1
93,/boubacar-kamara/profil/spieler/394327,Aston Villa,Boubacar Kamara,midfield-DefensiveMidfield,184.0,23.0,74,0.0156958493198465,0.031391698639693,0.2197418904778514,0.0,0.0,0.0,0.0,5734,188,33,0,25000000.0,37000000.0,3,0
94,/leander-dendoncker/profil/spieler/168157,Aston Villa,Leander Dendoncker,midfield-DefensiveMidfield,188.0,28.0,60,0.0809109979023074,0.1078813305364099,0.1078813305364099,0.0,0.0269703326341024,0.0,0.0,3337,114,18,6,17000000.0,32000000.0,3,0
95,/douglas-luiz/profil/spieler/447661,Aston Villa,Douglas Luiz,midfield-CentralMidfield,177.0,25.0,75,0.134820239680426,0.134820239680426,0.2247003994673768,0.0,0.0149800266311584,0.0,0.0,6008,64,7,1,35000000.0,38000000.0,3,0
96,/jacob-ramsey/profil/spieler/503749,Aston Villa,Jacob Ramsey,midfield-CentralMidfield,180.0,22.0,73,0.203351534550932,0.152513650913199,0.203351534550932,0.0,0.0,0.0,0.0,5311,46,4,0,32000000.0,32000000.0,3,0
97,/john-mcginn/profil/spieler/193116,Aston Villa,John McGinn,midfield-CentralMidfield,178.0,28.0,72,0.0593961392509486,0.1039432436891601,0.2227355221910575,0.0,0.0,0.0,0.0,6061,327,37,3,27000000.0,32000000.0,3,0
98,/leon-bailey/profil/spieler/387626,Aston Villa,Leon Bailey,Attack-LeftWinger,178.0,25.0,54,0.1876955161626694,0.1876955161626694,0.2502606882168926,0.0,0.0,0.0,0.0,2877,153,22,0,25000000.0,45000000.0,4,1
99,/philippe-coutinho/profil/spieler/80444,Aston Villa,Philippe Coutinho,Attack-LeftWinger,172.0,30.0,57,0.2515723270440251,0.0943396226415094,0.1257861635220125,0.0,0.0,0.0,0.0,2862,564,91,15,14000000.0,150000000.0,4,1
100,/emiliano-buendia/profil/spieler/321247,Aston Villa,Emiliano Buendía,Attack-RightWinger,172.0,26.0,78,0.177475898334794,0.177475898334794,0.0197195442594215,0.0,0.0,0.0,0.0,4564,176,24,3,28000000.0,35000000.0,4,1
101,/bertrand-traore/profil/spieler/131996,Aston Villa,Bertrand Traoré,Attack-RightWinger,181.0,27.0,36,0.3020134228187919,0.0604026845637583,0.1812080536912751,0.0,0.0,0.0,0.0,1490,254,33,1,14000000.0,20000000.0,4,1
102,/ollie-watkins/profil/spieler/324358,Aston Villa,Ollie Watkins,Attack Centre-Forward,180.0,27.0,76,0.3820754716981132,0.1132075471698113,0.1556603773584905,0.0,0.0,0.0,0.0,6360,0,0,1,32000000.0,35000000.0,4,0
103,/jhon-duran/profil/spieler/649317,Aston Villa,Jhon Durán,Attack Centre-Forward,185.0,19.0,12,0.0,0.0,0.7258064516129032,0.0,0.0,0.0,0.0,124,0,0,0,12000000.0,12000000.0,4,0
104,/jose-sa/profil/spieler/249994,Wolverhampton Wanderers,José Sá,Goalkeeper,192.0,30.0,76,0.0,0.0,0.0662251655629139,0.0,0.0,1.2847682119205297,0.304635761589404,6795,151,5,6,18000000.0,18000000.0,1,0
105,/daniel-bentley/profil/spieler/136401,Wolverhampton Wanderers,Daniel Bentley,Goalkeeper,193.0,29.0,55,0.0,0.0,0.0552486187845303,0.0,0.0,1.5101289134438307,0.1841620626151013,4887,4,1,0,1800000.0,4000000.0,1,0
106,/louie-moulden/profil/spieler/444641,Wolverhampton Wanderers,Louie Moulden,Goalkeeper,190.0,21.0,60,0.0,0.0,0.0491803278688524,0.0,0.0,1.213114754098361,0.2459016393442623,5490,9,2,1,200000.0,200000.0,1,0
107,/max-kilman/profil/spieler/525247,Wolverhampton Wanderers,Max Kilman,Defender Centre-Back,194.0,26.0,75,0.0133988387673068,0.0,0.0937918713711478,0.0,0.0,0.0,0.0,6717,39,6,0,25000000.0,25000000.0,2,0
108,/nathan-collins/profil/spieler/469050,Wolverhampton Wanderers,Nathan Collins,Defender Centre-Back,193.0,22.0,53,0.042877560743211,0.0,0.1071939018580276,0.0,0.042877560743211,0.0,0.0,4198,66,11,0,22000000.0,22000000.0,2,0
109,/craig-dawson/profil/spieler/121477,Wolverhampton Wanderers,Craig Dawson,Defender Centre-Back,188.0,33.0,80,0.081032412965186,0.0270108043217286,0.1890756302521008,0.0,0.0135054021608643,0.0,0.0,6664,85,15,1,2500000.0,8000000.0,2,0
110,/toti/profil/spieler/606718,Wolverhampton Wanderers,Toti,Defender Centre-Back,187.0,24.0,47,0.0513259195893926,0.0,0.2822925577416595,0.0256629597946963,0.0,0.0,0.0,3507,0,0,0,2500000.0,2500000.0,2,0
